chr2.0,marker,cM,bp2.0,diff
CE10_chr2,18376,23.14,13435506,0
CE10_chr2,18357,23.14,13988325,0
CE10_chr2,18322,23.14,15371675,0
CE10_chr2,18321,23.14,15371740,0
CE10_chr2,18320,23.14,15371743,0
CE10_chr2,18316,23.14,15459743,0
CE10_chr2,18315,23.14,15459821,0
CE10_chr2,18314,23.14,15459839,0
CE10_chr2,18313,23.14,15459904,0
CE10_chr2,18312,23.14,15460162,0
CE10_chr2,18307,23.14,15609258,0
CE10_chr2,18306,23.14,15609360,0
CE10_chr2,18305,23.14,15609577,0
CE10_chr2,18299,23.14,15947536,0
CE10_chr2,18298,23.14,15947579,0
CE10_chr2,18297,23.14,15947581,0
CE10_chr2,18296,23.14,15947586,0
CE10_chr2,18295,23.14,15947611,0
CE10_chr2,18294,23.14,15947617,0
CE10_chr2,18293,23.14,15947618,0
CE10_chr2,18292,23.14,15947670,0
CE10_chr2,18291,23.14,15947676,0
CE10_chr2,18290,23.14,15947694,0
CE10_chr2,18289,23.14,15947700,0
CE10_chr2,18288,23.14,15947743,0
CE10_chr2,18287,23.14,15947871,0
CE10_chr2,18286,23.14,15947883,0
CE10_chr2,18285,23.14,15947949,0
CE10_chr2,18284,23.14,15947961,0
CE10_chr2,18283,23.14,15947976,0
CE10_chr2,18282,23.14,15948000,0
CE10_chr2,18281,23.14,15948004,0
CE10_chr2,18280,23.14,15948007,0
CE10_chr2,18279,23.14,15948029,0
CE10_chr2,18278,23.14,15948034,0
CE10_chr2,18277,23.14,15948041,0
CE10_chr2,18276,23.14,15948057,0
CE10_chr2,18275,23.14,15948090,0
CE10_chr2,18274,23.14,15948105,0
CE10_chr2,18273,23.14,15948123,0
CE10_chr2,18272,23.14,15948135,0
CE10_chr2,18271,23.14,15948188,0
CE10_chr2,15895,23.14,16428149,0
CE10_chr2,15894,23.14,16428307,0
CE10_chr2,15893,23.14,16428310,0
CE10_chr2,15892,23.14,16428420,0
CE10_chr2,4448,23.14,17054224,0
CE10_chr2,4449,23.14,17054476,0
CE10_chr2,4450,23.14,17200930,0
CE10_chr2,4286,23.14,18107505,0
CE10_chr2,4573,23.14,19052443,0
CE10_chr2,4574,23.14,19052508,0
CE10_chr2,19079,23.14,20830526,0
CE10_chr2,4780,23.14,22508734,0
CE10_chr2,7065,23.14,24616030,0
CE10_chr2,7064,23.14,24652386,0
CE10_chr2,4331,23.14,29542019,0
CE10_chr2,4330,23.14,29542054,0
CE10_chr2,4329,23.14,29542173,0
CE10_chr2,4324,23.14,29758216,0
CE10_chr2,4323,23.14,29758366,0
CE10_chr2,4322,23.14,29758621,0
CE10_chr2,4321,23.14,29758638,0
CE10_chr2,4316,23.14,30645131,0
CE10_chr2,4315,23.14,30645238,0
CE10_chr2,4314,23.14,30645353,0
CE10_chr2,4304,23.14,30902603,0
CE10_chr2,4303,23.14,30902700,0
CE10_chr2,4291,23.14,31090731,0
CE10_chr2,4290,23.14,31090820,0
CE10_chr2,4289,23.14,31090989,0
CE10_chr2,4288,23.14,31091434,0
CE10_chr2,4287,23.14,31091705,1.07
CE10_chr2,50,24.21,31625434,0
CE10_chr2,49,24.21,31625585,0
CE10_chr2,48,24.21,31625709,0
CE10_chr2,47,24.21,31625730,0
CE10_chr2,46,24.21,31625786,0.54
CE10_chr2,42,24.75,31800606,0
CE10_chr2,41,24.75,31800869,0
CE10_chr2,40,24.75,31801297,0
CE10_chr2,39,24.75,31801584,0
CE10_chr2,38,24.75,31801705,0
CE10_chr2,37,24.75,31816815,0
CE10_chr2,35,24.75,32108052,0
CE10_chr2,1345,24.75,33574838,0
CE10_chr2,1344,24.75,33575134,0
CE10_chr2,1343,24.75,33575168,0
CE10_chr2,1342,24.75,33575297,0
CE10_chr2,1337,24.75,33723076,0
CE10_chr2,1332,24.75,34491293,0
CE10_chr2,1331,24.75,34491361,0
CE10_chr2,18919,24.75,38048371,0
CE10_chr2,18918,24.75,38048399,0
CE10_chr2,18917,24.75,38048543,0
CE10_chr2,18916,24.75,38048676,0
CE10_chr2,18910,24.75,38109755,0
CE10_chr2,18909,24.75,38109779,0
CE10_chr2,18908,24.75,38110151,0
CE10_chr2,18907,24.75,38110221,0
CE10_chr2,18906,24.75,38110227,0
CE10_chr2,18905,24.75,38110255,0
CE10_chr2,18904,24.75,38110273,0
CE10_chr2,18903,24.75,38110401,0
CE10_chr2,18902,24.75,38110465,0
CE10_chr2,18901,24.75,38110573,0
CE10_chr2,18892,24.75,38288727,0
CE10_chr2,7708,24.75,38663252,0
CE10_chr2,7700,24.75,38895796,0
CE10_chr2,7701,24.75,38895857,0
CE10_chr2,7702,24.75,38895858,0
CE10_chr2,7703,24.75,38896151,0
CE10_chr2,7704,24.75,38896260,0
CE10_chr2,7705,24.75,38896263,0
CE10_chr2,7706,24.75,38896439,0
CE10_chr2,12704,24.75,39127564,0
CE10_chr2,12703,24.75,39127589,0
CE10_chr2,12702,24.75,39127726,0
CE10_chr2,12697,24.75,39432124,0
CE10_chr2,12696,24.75,39432143,0
CE10_chr2,12685,24.75,39726843,0
CE10_chr2,12684,24.75,39726857,0
CE10_chr2,12683,24.75,39726902,0
CE10_chr2,12682,24.75,39726921,0
CE10_chr2,12681,24.75,39726972,0
CE10_chr2,12680,24.75,39931760,0
CE10_chr2,12679,24.75,39931825,0
CE10_chr2,12678,24.75,39931861,0
CE10_chr2,12677,24.75,39931958,0
CE10_chr2,12671,24.75,40103561,0
CE10_chr2,12653,24.75,40457123,0
CE10_chr2,12652,24.75,40457124,0
CE10_chr2,12651,24.75,40457191,0
CE10_chr2,12650,24.75,40457215,0
CE10_chr2,12649,24.75,40457252,0
CE10_chr2,12648,24.75,40457327,0
CE10_chr2,12647,24.75,40457346,0
CE10_chr2,12617,24.75,40683060,0
CE10_chr2,12609,24.75,40920594,0
CE10_chr2,12608,24.75,40920605,0
CE10_chr2,12607,24.75,40920676,0
CE10_chr2,12606,24.75,40920744,0
CE10_chr2,12605,24.75,40921091,0
CE10_chr2,12604,24.75,40921273,0
CE10_chr2,12603,24.75,40921356,0
CE10_chr2,12602,24.75,40958548,0
CE10_chr2,12601,24.75,40958561,0
CE10_chr2,12600,24.75,40958746,0
CE10_chr2,12599,24.75,40959077,0
CE10_chr2,12598,24.75,40959321,0
CE10_chr2,12597,24.75,40959322,0
CE10_chr2,12579,24.75,41326629,0
CE10_chr2,12575,24.75,41400402,0
CE10_chr2,12574,24.75,41400453,0
CE10_chr2,12573,24.75,41400777,0
CE10_chr2,12572,24.75,41400779,0
CE10_chr2,12571,24.75,41400992,0
CE10_chr2,12570,24.75,41401031,0
CE10_chr2,12569,24.75,41401049,0
CE10_chr2,12568,24.75,41401120,0
CE10_chr2,12549,24.75,41491389,0
CE10_chr2,12548,24.75,41491400,0
CE10_chr2,12547,24.75,41491402,0
CE10_chr2,12546,24.75,41491406,0
CE10_chr2,12545,24.75,41491459,0
CE10_chr2,12544,24.75,41491561,0
CE10_chr2,12543,24.75,41491607,0
CE10_chr2,12542,24.75,41491616,0
CE10_chr2,12541,24.75,41491638,0
CE10_chr2,12540,24.75,41491639,0
CE10_chr2,12539,24.75,41491693,0
CE10_chr2,12538,24.75,41491694,0
CE10_chr2,12537,24.75,41491701,0
CE10_chr2,12532,24.75,41571778,0
CE10_chr2,12528,24.75,41580424,0
CE10_chr2,12527,24.75,41580523,0
CE10_chr2,12526,24.75,41580549,0
CE10_chr2,12524,24.75,41601465,0
CE10_chr2,12523,24.75,41601667,0
CE10_chr2,12522,24.75,41602225,0
CE10_chr2,12509,24.75,41797361,0
CE10_chr2,12503,24.75,41958271,0
CE10_chr2,12479,24.75,42069833,0
CE10_chr2,12478,24.75,42069897,0
CE10_chr2,12477,24.75,42069915,0
CE10_chr2,12476,24.75,42069984,0
CE10_chr2,12475,24.75,42070230,0
CE10_chr2,12470,24.75,42079333,0
CE10_chr2,12468,24.75,42093698,0
CE10_chr2,12467,24.75,42093733,0
CE10_chr2,12466,24.75,42093788,0
CE10_chr2,12465,24.75,42093808,0
CE10_chr2,12464,24.75,42093815,0
CE10_chr2,12463,24.75,42093831,0
CE10_chr2,12462,24.75,42093860,0
CE10_chr2,12461,24.75,42094041,0
CE10_chr2,12460,24.75,42094143,0
CE10_chr2,12459,24.75,42094263,0
CE10_chr2,12458,24.75,42094266,0
CE10_chr2,12457,24.75,42094287,0
CE10_chr2,12456,24.75,42094327,0
CE10_chr2,12455,24.75,42094334,0
CE10_chr2,12402,24.75,42347525,0
CE10_chr2,12382,24.75,42522935,0
CE10_chr2,12381,24.75,42523160,0
CE10_chr2,12380,24.75,42523162,0
CE10_chr2,12360,24.75,42670316,0
CE10_chr2,12353,24.75,42679052,0
CE10_chr2,12352,24.75,42679064,0
CE10_chr2,12351,24.75,42693881,0
CE10_chr2,12344,24.75,42710303,0
CE10_chr2,12343,24.75,42710339,0
CE10_chr2,12342,24.75,42710761,0
CE10_chr2,12341,24.75,42710925,0
CE10_chr2,12340,24.75,42754519,0
CE10_chr2,12339,24.75,42754588,0
CE10_chr2,12338,24.75,42754675,0
CE10_chr2,12334,24.75,42806440,0
CE10_chr2,12298,24.75,43212925,0
CE10_chr2,12278,24.75,43598400,0
CE10_chr2,12277,24.75,43598478,0
CE10_chr2,12276,24.75,43598520,0
CE10_chr2,12275,24.75,43614088,0
CE10_chr2,12273,24.75,43820861,0.54
CE10_chr2,12272,25.29,43821189,0
CE10_chr2,12268,25.29,43902487,0
CE10_chr2,12263,25.29,43993284,0
CE10_chr2,12262,25.29,43993305,0
CE10_chr2,12261,25.29,43993307,0
CE10_chr2,12260,25.29,43993341,0
CE10_chr2,12259,25.29,43993347,0
CE10_chr2,12258,25.29,43994005,0
CE10_chr2,12257,25.29,43994094,0
CE10_chr2,12254,25.29,43996107,0
CE10_chr2,12253,25.29,43996157,0
CE10_chr2,12252,25.29,43996239,0
CE10_chr2,12251,25.29,43996242,0
CE10_chr2,12250,25.29,43996317,0
CE10_chr2,12249,25.29,43996338,0
CE10_chr2,12248,25.29,43996398,0
CE10_chr2,12247,25.29,43996428,0
CE10_chr2,12246,25.29,43996437,0
CE10_chr2,12245,25.29,43996454,0
CE10_chr2,12244,25.29,43996467,0
CE10_chr2,12240,25.29,44095673,0
CE10_chr2,12239,25.29,44095678,0
CE10_chr2,12238,25.29,44095685,0
CE10_chr2,12237,25.29,44095711,0
CE10_chr2,12236,25.29,44095744,0
CE10_chr2,12235,25.29,44095781,0
CE10_chr2,12234,25.29,44095879,0
CE10_chr2,12233,25.29,44095951,0
CE10_chr2,12232,25.29,44095959,0
CE10_chr2,12231,25.29,44095989,0
CE10_chr2,12230,25.29,44096029,0
CE10_chr2,12229,25.29,44096413,0
CE10_chr2,12228,25.29,44096480,0
CE10_chr2,12227,25.29,44096509,0
CE10_chr2,12226,25.29,44096514,0
CE10_chr2,12225,25.29,44096529,0
CE10_chr2,12224,25.29,44096536,0
CE10_chr2,12223,25.29,44096828,0
CE10_chr2,12222,25.29,44097029,0
CE10_chr2,12221,25.29,44097031,0
CE10_chr2,12220,25.29,44097038,0
CE10_chr2,12219,25.29,44097081,0
CE10_chr2,12218,25.29,44097082,0
CE10_chr2,12217,25.29,44098684,0
CE10_chr2,12216,25.29,44098731,0
CE10_chr2,12215,25.29,44098735,0
CE10_chr2,12214,25.29,44099021,0
CE10_chr2,12213,25.29,44100579,0
CE10_chr2,12212,25.29,44100618,0
CE10_chr2,12211,25.29,44100619,0
CE10_chr2,12210,25.29,44100624,0
CE10_chr2,12209,25.29,44100651,0
CE10_chr2,12208,25.29,44100667,0
CE10_chr2,12207,25.29,44100749,0
CE10_chr2,12206,25.29,44100769,0
CE10_chr2,12205,25.29,44100941,0
CE10_chr2,12204,25.29,44104645,0
CE10_chr2,12203,25.29,44104661,0
CE10_chr2,12202,25.29,44104720,0
CE10_chr2,12201,25.29,44104779,0
CE10_chr2,12200,25.29,44104800,0
CE10_chr2,12199,25.29,44104859,0
CE10_chr2,12198,25.29,44105428,0
CE10_chr2,12197,25.29,44105585,0
CE10_chr2,12196,25.29,44105590,0
CE10_chr2,12193,25.29,44152860,0
CE10_chr2,12192,25.29,44152878,0
CE10_chr2,12191,25.29,44152914,0
CE10_chr2,12190,25.29,44153213,0
CE10_chr2,12189,25.29,44153217,0
CE10_chr2,12188,25.29,44153231,0
CE10_chr2,12187,25.29,44153249,0
CE10_chr2,12182,25.29,44207444,0
CE10_chr2,12177,25.29,44469766,0
CE10_chr2,12176,25.29,44470006,0
CE10_chr2,12175,25.29,44470153,0
CE10_chr2,12174,25.29,44470183,0
CE10_chr2,12173,25.29,44470189,0
CE10_chr2,12172,25.29,44470190,0
CE10_chr2,12171,25.29,44470265,0
CE10_chr2,12170,25.29,44470319,0
CE10_chr2,12169,25.29,44471011,0
CE10_chr2,12146,25.29,44952492,0
CE10_chr2,12145,25.29,44952529,0
CE10_chr2,12144,25.29,44952586,0
CE10_chr2,12143,25.29,45215955,0
CE10_chr2,12142,25.29,45216090,0
CE10_chr2,12141,25.29,45216315,0
CE10_chr2,12140,25.29,45216547,0
CE10_chr2,12139,25.29,45216731,0
CE10_chr2,12138,25.29,45216740,0
CE10_chr2,12137,25.29,45216784,0
CE10_chr2,12136,25.29,45216976,0
CE10_chr2,12103,25.29,45304387,0
CE10_chr2,12102,25.29,45304389,0
CE10_chr2,12049,25.29,45557910,0.53
CE10_chr2,11973,25.82,46133511,0
CE10_chr2,11972,25.82,46133834,0
CE10_chr2,11971,25.82,46133840,0.54
CE10_chr2,11970,26.36,46133970,0
CE10_chr2,11969,26.36,46134124,0
CE10_chr2,11956,26.36,46219966,0
CE10_chr2,11955,26.36,46219981,0
CE10_chr2,11954,26.36,46220009,0
CE10_chr2,11945,26.36,46227409,0
CE10_chr2,11944,26.36,46227573,0.54
CE10_chr2,11943,26.9,46227744,0
CE10_chr2,11942,26.9,46227770,0
CE10_chr2,11941,26.9,46227779,0
CE10_chr2,11940,26.9,46227800,0.54
CE10_chr2,11939,27.44,46228294,0
CE10_chr2,11934,27.44,46234086,0
CE10_chr2,11933,27.44,46234133,0
CE10_chr2,11932,27.44,46234285,0
CE10_chr2,11928,27.44,46282134,0
CE10_chr2,11927,27.44,46282246,0
CE10_chr2,11926,27.44,46282273,0
CE10_chr2,11925,27.44,46282473,0
CE10_chr2,11924,27.44,46282525,0.53
CE10_chr2,11923,27.97,46282952,0
CE10_chr2,11922,27.97,46282956,0
CE10_chr2,11916,27.97,46305081,0
CE10_chr2,11915,27.97,46305198,0.54
CE10_chr2,11914,28.51,46305210,0
CE10_chr2,11908,28.51,46458924,0
CE10_chr2,11907,28.51,46459512,0
CE10_chr2,11906,28.51,46543048,0
CE10_chr2,11905,28.51,46543201,0
CE10_chr2,11904,28.51,46543391,0
CE10_chr2,11901,28.51,46618698,0
CE10_chr2,11900,28.51,46618761,0
CE10_chr2,11899,28.51,46619014,0
CE10_chr2,11898,28.51,46619139,0
CE10_chr2,11897,28.51,46619314,0
CE10_chr2,11896,28.51,46619337,0
CE10_chr2,11895,28.51,46619430,0
CE10_chr2,11894,28.51,46619496,0
CE10_chr2,11893,28.51,46619571,0
CE10_chr2,11892,28.51,46619640,0
CE10_chr2,11891,28.51,46620015,0
CE10_chr2,11890,28.51,46620021,0
CE10_chr2,11889,28.51,46620060,0
CE10_chr2,11888,28.51,46633080,0
CE10_chr2,11887,28.51,46633194,0
CE10_chr2,11886,28.51,46633214,0.54
CE10_chr2,11885,29.05,46633449,0
CE10_chr2,11884,29.05,46633573,0
CE10_chr2,11883,29.05,46633576,0
CE10_chr2,11882,29.05,46633580,0
CE10_chr2,11881,29.05,46633589,0
CE10_chr2,11880,29.05,46633592,0
CE10_chr2,11879,29.05,46633614,0
CE10_chr2,11878,29.05,46633628,0
CE10_chr2,11877,29.05,46633641,0
CE10_chr2,11876,29.05,46633647,0
CE10_chr2,11875,29.05,46633685,0
CE10_chr2,11874,29.05,46633714,0.54
CE10_chr2,11873,29.59,46633736,0
CE10_chr2,11871,29.59,46875322,0
CE10_chr2,11870,29.59,46875388,0
CE10_chr2,11869,29.59,46875395,0
CE10_chr2,11868,29.59,46875787,0.53
CE10_chr2,11865,30.12,47095642,0
CE10_chr2,11864,30.12,47109507,0
CE10_chr2,11863,30.12,47168569,0
CE10_chr2,11862,30.12,47168714,0
CE10_chr2,11861,30.12,47172278,0
CE10_chr2,11860,30.12,47172303,0
CE10_chr2,11859,30.12,47172315,0.54
CE10_chr2,11858,30.66,47172585,0
CE10_chr2,11857,30.66,47203606,0
CE10_chr2,11856,30.66,47203639,0
CE10_chr2,11855,30.66,47203794,0
CE10_chr2,11854,30.66,47204170,0
CE10_chr2,11853,30.66,47204243,0
CE10_chr2,11852,30.66,47204257,0
CE10_chr2,11851,30.66,47204323,0
CE10_chr2,11850,30.66,47204366,0
CE10_chr2,11849,30.66,47204371,0
CE10_chr2,11848,30.66,47204398,0
CE10_chr2,11847,30.66,47204405,0
CE10_chr2,11846,30.66,47204413,0
CE10_chr2,11845,30.66,47204434,0
CE10_chr2,11844,30.66,47204444,0
CE10_chr2,11843,30.66,47229539,0
CE10_chr2,11842,30.66,47234260,0
CE10_chr2,11841,30.66,47234512,0
CE10_chr2,11840,30.66,47234577,0
CE10_chr2,11839,30.66,47234739,0
CE10_chr2,11838,30.66,47234787,0.54
CE10_chr2,11837,31.2,47234910,0
CE10_chr2,11836,31.2,47234962,0
CE10_chr2,11835,31.2,47332129,0
CE10_chr2,11834,31.2,47351060,0
CE10_chr2,11833,31.2,47351375,0
CE10_chr2,11831,31.2,47395918,0
CE10_chr2,11825,31.2,47442248,0
CE10_chr2,11823,31.2,47447546,0
CE10_chr2,11822,31.2,47447720,0
CE10_chr2,11812,31.2,47545008,0
CE10_chr2,11811,31.2,47551647,0
CE10_chr2,11810,31.2,47552180,0
CE10_chr2,11697,31.2,47707180,0
CE10_chr2,11694,31.2,47710543,0
CE10_chr2,11693,31.2,47710573,0.54
CE10_chr2,11690,31.74,47802286,0
CE10_chr2,11689,31.74,47802324,1.07
CE10_chr2,11672,32.81,47878686,0
CE10_chr2,11671,32.81,47878701,0
CE10_chr2,11670,32.81,47878833,0
CE10_chr2,11667,32.81,47902636,0
CE10_chr2,11666,32.81,47902969,0
CE10_chr2,11665,32.81,47903186,0
CE10_chr2,11656,32.81,47904830,0
CE10_chr2,11655,32.81,47904846,0
CE10_chr2,11654,32.81,47904867,0
CE10_chr2,11652,32.81,47915620,0
CE10_chr2,11651,32.81,47915744,0
CE10_chr2,11650,32.81,47915786,0
CE10_chr2,11649,32.81,47915801,0
CE10_chr2,11648,32.81,47915803,0
CE10_chr2,11647,32.81,47915805,0
CE10_chr2,11646,32.81,47915957,0
CE10_chr2,11643,32.81,47929357,0
CE10_chr2,11636,32.81,47937116,0
CE10_chr2,11635,32.81,47937313,0
CE10_chr2,11634,32.81,47937319,0
CE10_chr2,11633,32.81,47937340,0
CE10_chr2,11605,32.81,48032457,0
CE10_chr2,11604,32.81,48033129,0
CE10_chr2,11593,32.81,48292463,0.54
CE10_chr2,11592,33.35,48292934,0.54
CE10_chr2,11591,33.89,48293277,0
CE10_chr2,11585,33.89,48300421,0
CE10_chr2,11584,33.89,48300612,0
CE10_chr2,11583,33.89,48300665,0
CE10_chr2,11582,33.89,48300673,0
CE10_chr2,11580,33.89,48333816,0
CE10_chr2,11579,33.89,48333877,0
CE10_chr2,11578,33.89,48334034,0
CE10_chr2,11577,33.89,48334292,0
CE10_chr2,11575,33.89,48352369,0
CE10_chr2,11573,33.89,48365819,0
CE10_chr2,11572,33.89,48388366,0
CE10_chr2,11571,33.89,48388401,0
CE10_chr2,11570,33.89,48388403,0
CE10_chr2,11569,33.89,48388423,0
CE10_chr2,11568,33.89,48388465,0
CE10_chr2,11567,33.89,48388579,0
CE10_chr2,11566,33.89,48388660,0
CE10_chr2,11565,33.89,48388682,0
CE10_chr2,11564,33.89,48388696,0
CE10_chr2,11563,33.89,48388749,0
CE10_chr2,11561,33.89,48403559,0
CE10_chr2,11560,33.89,48403611,0
CE10_chr2,11559,33.89,48404073,0
CE10_chr2,11558,33.89,48404074,0.54
CE10_chr2,11556,34.43,48453657,0
CE10_chr2,11555,34.43,48454080,0
CE10_chr2,11554,34.43,48454172,0
CE10_chr2,11553,34.43,48454346,0
CE10_chr2,11552,34.43,48468049,0
CE10_chr2,11551,34.43,48468092,0
CE10_chr2,11550,34.43,48468211,0
CE10_chr2,11548,34.43,48491968,0
CE10_chr2,11547,34.43,48492153,0.53
CE10_chr2,11546,34.96,48495223,0
CE10_chr2,11545,34.96,48495436,0
CE10_chr2,11544,34.96,48504506,0
CE10_chr2,11543,34.96,48504712,0
CE10_chr2,11542,34.96,48504929,0
CE10_chr2,11541,34.96,48504962,0
CE10_chr2,11540,34.96,48504973,0
CE10_chr2,11539,34.96,48505018,0
CE10_chr2,11538,34.96,48505143,0
CE10_chr2,11537,34.96,48505302,0
CE10_chr2,11536,34.96,48505329,0
CE10_chr2,11535,34.96,48505350,0
CE10_chr2,11534,34.96,48505354,0
CE10_chr2,11533,34.96,48505370,0
CE10_chr2,11532,34.96,48505425,0
CE10_chr2,11531,34.96,48505440,0
CE10_chr2,11530,34.96,48505459,0
CE10_chr2,11529,34.96,48505462,0
CE10_chr2,11528,34.96,48505465,0
CE10_chr2,11527,34.96,48505506,0
CE10_chr2,11526,34.96,48505507,0
CE10_chr2,11525,34.96,48505732,0
CE10_chr2,11524,34.96,48505802,0
CE10_chr2,11523,34.96,48505804,0
CE10_chr2,11522,34.96,48505821,0
CE10_chr2,11521,34.96,48505877,0
CE10_chr2,11520,34.96,48505884,0
CE10_chr2,11519,34.96,48505890,0
CE10_chr2,11518,34.96,48505898,0
CE10_chr2,11517,34.96,48505904,0
CE10_chr2,11516,34.96,48505905,0
CE10_chr2,11515,34.96,48505921,0
CE10_chr2,11514,34.96,48505932,0
CE10_chr2,11513,34.96,48505954,0
CE10_chr2,11512,34.96,48508388,0
CE10_chr2,11511,34.96,48508430,0
CE10_chr2,11510,34.96,48508521,0.54
CE10_chr2,11509,35.5,48508545,0
CE10_chr2,11508,35.5,48508575,0
CE10_chr2,11507,35.5,48508635,0
CE10_chr2,11506,35.5,48508651,0
CE10_chr2,11505,35.5,48508660,0.54
CE10_chr2,11504,36.04,48508684,0
CE10_chr2,11503,36.04,48510474,0
CE10_chr2,11502,36.04,48517925,0
CE10_chr2,11478,36.04,48559384,0
CE10_chr2,11477,36.04,48559395,0
CE10_chr2,11476,36.04,48559400,0
CE10_chr2,11475,36.04,48559401,0
CE10_chr2,11474,36.04,48579557,0
CE10_chr2,11473,36.04,48642846,0
CE10_chr2,11472,36.04,48642895,0
CE10_chr2,11471,36.04,48642900,0
CE10_chr2,11470,36.04,48643038,0
CE10_chr2,11469,36.04,48657139,0
CE10_chr2,11468,36.04,48657322,0
CE10_chr2,11461,36.04,48683050,0
CE10_chr2,11460,36.04,48683079,0
CE10_chr2,11459,36.04,48683091,0
CE10_chr2,11458,36.04,48683136,0
CE10_chr2,11456,36.04,48696472,0
CE10_chr2,11455,36.04,48696610,0
CE10_chr2,11454,36.04,48696626,0
CE10_chr2,11453,36.04,48696638,0.54
CE10_chr2,11452,36.58,48696647,0
CE10_chr2,11451,36.58,48696673,0
CE10_chr2,11450,36.58,48696705,0
CE10_chr2,11449,36.58,48696900,1.07
CE10_chr2,11447,37.65,48738595,0
CE10_chr2,11446,37.65,48738893,0
CE10_chr2,11445,37.65,48739160,0
CE10_chr2,11444,37.65,48739209,0
CE10_chr2,11443,37.65,48739423,0
CE10_chr2,11442,37.65,48739444,0
CE10_chr2,11441,37.65,48739483,0
CE10_chr2,11440,37.65,48739484,0
CE10_chr2,11439,37.65,48739547,0
CE10_chr2,11438,37.65,48756434,0
CE10_chr2,11437,37.65,48756444,0
CE10_chr2,11436,37.65,48766805,0
CE10_chr2,11435,37.65,48766965,0
CE10_chr2,11434,37.65,48778071,0
CE10_chr2,11433,37.65,48778345,0
CE10_chr2,11432,37.65,48778356,0
CE10_chr2,11431,37.65,48778369,0
CE10_chr2,11430,37.65,48778404,0
CE10_chr2,11429,37.65,48778452,0
CE10_chr2,11428,37.65,48778468,0
CE10_chr2,11427,37.65,48778472,0
CE10_chr2,11426,37.65,48778492,0.54
CE10_chr2,11425,38.19,48778689,0
CE10_chr2,11424,38.19,48778757,0
CE10_chr2,11423,38.19,48778784,0
CE10_chr2,11422,38.19,48778832,0
CE10_chr2,11421,38.19,48778845,0
CE10_chr2,11420,38.19,48778846,0
CE10_chr2,11419,38.19,48778891,0
CE10_chr2,11418,38.19,48778969,0
CE10_chr2,11417,38.19,48778983,0
CE10_chr2,11416,38.19,48779011,0
CE10_chr2,11415,38.19,48779012,0
CE10_chr2,11414,38.19,48779030,0
CE10_chr2,11413,38.19,48779069,0
CE10_chr2,11412,38.19,48779138,0
CE10_chr2,11411,38.19,48779141,0
CE10_chr2,11410,38.19,48779146,0
CE10_chr2,11409,38.19,48779154,0
CE10_chr2,11408,38.19,48779159,0
CE10_chr2,11407,38.19,48779232,0
CE10_chr2,11406,38.19,48779304,0
CE10_chr2,11405,38.19,48779309,0
CE10_chr2,11399,38.19,48791140,0
CE10_chr2,11398,38.19,48791294,0
CE10_chr2,11397,38.19,48791430,0
CE10_chr2,11396,38.19,48815612,0
CE10_chr2,11390,38.19,48828539,0
CE10_chr2,11389,38.19,48828681,0
CE10_chr2,11387,38.19,48828882,0
CE10_chr2,11386,38.19,48829081,0
CE10_chr2,11384,38.19,48848134,0
CE10_chr2,11381,38.19,48848199,0
CE10_chr2,11380,38.19,48848393,0
CE10_chr2,11379,38.19,48848396,0
CE10_chr2,11378,38.19,48848402,0
CE10_chr2,11377,38.19,48848439,0.54
CE10_chr2,11376,38.73,48848673,0
CE10_chr2,11375,38.73,48874402,0
CE10_chr2,11374,38.73,48874632,0
CE10_chr2,11372,38.73,48874949,0
CE10_chr2,11371,38.73,48875180,0
CE10_chr2,11370,38.73,48875508,0
CE10_chr2,11369,38.73,48899961,0
CE10_chr2,11365,38.73,48947604,0
CE10_chr2,11364,38.73,48955981,0
CE10_chr2,11363,38.73,48956121,0
CE10_chr2,11362,38.73,48956287,0
CE10_chr2,11361,38.73,48956443,0
CE10_chr2,11360,38.73,48956452,1.61
CE10_chr2,11359,40.34,49108830,0
CE10_chr2,11358,40.34,49108886,0
CE10_chr2,11357,40.34,49108896,0
CE10_chr2,11356,40.34,49108911,0
CE10_chr2,11355,40.34,49125989,0
CE10_chr2,11353,40.34,49131230,0
CE10_chr2,11348,40.34,49246504,0
CE10_chr2,11347,40.34,49246622,0
CE10_chr2,11346,40.34,49246716,0
CE10_chr2,11345,40.34,49246725,0
CE10_chr2,11344,40.34,49246775,0
CE10_chr2,11343,40.34,49246783,0
CE10_chr2,11342,40.34,49246807,0
CE10_chr2,11341,40.34,49246986,0
CE10_chr2,11340,40.34,49251343,0
CE10_chr2,11339,40.34,49251432,0
CE10_chr2,11338,40.34,49251521,0
CE10_chr2,11337,40.34,49251640,0
CE10_chr2,11336,40.34,49251650,0
CE10_chr2,11335,40.34,49251651,0
CE10_chr2,11334,40.34,49255287,1.08
CE10_chr2,11332,41.42,49302477,0
CE10_chr2,11331,41.42,49302478,0
CE10_chr2,11330,41.42,49302505,0
CE10_chr2,11329,41.42,49302506,0
CE10_chr2,11328,41.42,49302575,0
CE10_chr2,11326,41.42,49407028,0
CE10_chr2,11325,41.42,49419869,0
CE10_chr2,11324,41.42,49433288,0
CE10_chr2,11323,41.42,49433658,0
CE10_chr2,11322,41.42,49434641,0
CE10_chr2,11321,41.42,49434745,0
CE10_chr2,11320,41.42,49434776,0
CE10_chr2,11319,41.42,49434824,0
CE10_chr2,11318,41.42,49434831,0
