chr2.0,marker,cM,bp2.0
CE10_chr2,12458,24.75,42094266
CE10_chr2,12457,24.75,42094287
CE10_chr2,12456,24.75,42094327
CE10_chr2,12455,24.75,42094334
CE10_chr2,12402,24.75,42347525
CE10_chr2,12382,24.75,42522935
CE10_chr2,12381,24.75,42523160
CE10_chr2,12380,24.75,42523162
CE10_chr2,12360,24.75,42670316
CE10_chr2,12353,24.75,42679052
CE10_chr2,12352,24.75,42679064
CE10_chr2,12351,24.75,42693881
CE10_chr2,12344,24.75,42710303
CE10_chr2,12343,24.75,42710339
CE10_chr2,12342,24.75,42710761
CE10_chr2,12341,24.75,42710925
CE10_chr2,12340,24.75,42754519
CE10_chr2,12339,24.75,42754588
CE10_chr2,12338,24.75,42754675
CE10_chr2,12334,24.75,42806440
CE10_chr2,12298,24.75,43212925
CE10_chr2,12278,24.75,43598400
CE10_chr2,12277,24.75,43598478
CE10_chr2,12276,24.75,43598520
CE10_chr2,12275,24.75,43614088
CE10_chr2,12273,24.75,43820861
CE10_chr2,12272,25.29,43821189
CE10_chr2,12268,25.29,43902487
CE10_chr2,12263,25.29,43993284
CE10_chr2,12262,25.29,43993305
CE10_chr2,12261,25.29,43993307
CE10_chr2,12260,25.29,43993341
CE10_chr2,12259,25.29,43993347
CE10_chr2,12258,25.29,43994005
CE10_chr2,12257,25.29,43994094
CE10_chr2,12254,25.29,43996107
CE10_chr2,12253,25.29,43996157
CE10_chr2,12252,25.29,43996239
CE10_chr2,12251,25.29,43996242
CE10_chr2,12250,25.29,43996317
CE10_chr2,12249,25.29,43996338
CE10_chr2,12248,25.29,43996398
CE10_chr2,12247,25.29,43996428
CE10_chr2,12246,25.29,43996437
CE10_chr2,12245,25.29,43996454
CE10_chr2,12244,25.29,43996467
CE10_chr2,12240,25.29,44095673
CE10_chr2,12239,25.29,44095678
CE10_chr2,12238,25.29,44095685
CE10_chr2,12237,25.29,44095711
CE10_chr2,12236,25.29,44095744
CE10_chr2,12235,25.29,44095781
CE10_chr2,12234,25.29,44095879
CE10_chr2,12233,25.29,44095951
CE10_chr2,12232,25.29,44095959
CE10_chr2,12231,25.29,44095989
CE10_chr2,12230,25.29,44096029
CE10_chr2,12229,25.29,44096413
CE10_chr2,12228,25.29,44096480
CE10_chr2,12227,25.29,44096509
CE10_chr2,12226,25.29,44096514
CE10_chr2,12225,25.29,44096529
CE10_chr2,12224,25.29,44096536
CE10_chr2,12223,25.29,44096828
CE10_chr2,12222,25.29,44097029
CE10_chr2,12221,25.29,44097031
CE10_chr2,12220,25.29,44097038
CE10_chr2,12219,25.29,44097081
CE10_chr2,12218,25.29,44097082
CE10_chr2,12217,25.29,44098684
CE10_chr2,12216,25.29,44098731
CE10_chr2,12215,25.29,44098735
CE10_chr2,12214,25.29,44099021
CE10_chr2,12213,25.29,44100579
CE10_chr2,12212,25.29,44100618
CE10_chr2,12211,25.29,44100619
CE10_chr2,12210,25.29,44100624
CE10_chr2,12209,25.29,44100651
CE10_chr2,12208,25.29,44100667
CE10_chr2,12207,25.29,44100749
CE10_chr2,12206,25.29,44100769
CE10_chr2,12205,25.29,44100941
CE10_chr2,12204,25.29,44104645
CE10_chr2,12203,25.29,44104661
CE10_chr2,12202,25.29,44104720
CE10_chr2,12201,25.29,44104779
CE10_chr2,12200,25.29,44104800
CE10_chr2,12199,25.29,44104859
CE10_chr2,12198,25.29,44105428
CE10_chr2,12197,25.29,44105585
CE10_chr2,12196,25.29,44105590
CE10_chr2,12193,25.29,44152860
CE10_chr2,12192,25.29,44152878
CE10_chr2,12191,25.29,44152914
CE10_chr2,12190,25.29,44153213
CE10_chr2,12189,25.29,44153217
CE10_chr2,12188,25.29,44153231
CE10_chr2,12187,25.29,44153249
CE10_chr2,12182,25.29,44207444
CE10_chr2,12177,25.29,44469766
CE10_chr2,12176,25.29,44470006
CE10_chr2,12175,25.29,44470153
CE10_chr2,12174,25.29,44470183
CE10_chr2,12173,25.29,44470189
CE10_chr2,12172,25.29,44470190
CE10_chr2,12171,25.29,44470265
CE10_chr2,12170,25.29,44470319
CE10_chr2,12169,25.29,44471011
CE10_chr2,12146,25.29,44952492
CE10_chr2,12145,25.29,44952529
CE10_chr2,12144,25.29,44952586
CE10_chr2,12143,25.29,45215955
CE10_chr2,12142,25.29,45216090
CE10_chr2,12141,25.29,45216315
CE10_chr2,12140,25.29,45216547
CE10_chr2,12139,25.29,45216731
CE10_chr2,12138,25.29,45216740
CE10_chr2,12137,25.29,45216784
CE10_chr2,12136,25.29,45216976
CE10_chr2,12103,25.29,45304387
CE10_chr2,12102,25.29,45304389
CE10_chr2,12049,25.29,45557910
CE10_chr2,11973,25.82,46133511
CE10_chr2,11972,25.82,46133834
CE10_chr2,11971,25.82,46133840
CE10_chr2,11970,26.36,46133970
CE10_chr2,11969,26.36,46134124
CE10_chr2,11956,26.36,46219966
CE10_chr2,11955,26.36,46219981
CE10_chr2,11954,26.36,46220009
CE10_chr2,11945,26.36,46227409
CE10_chr2,11944,26.36,46227573
CE10_chr2,11943,26.9,46227744
CE10_chr2,11942,26.9,46227770
CE10_chr2,11941,26.9,46227779
CE10_chr2,11940,26.9,46227800
CE10_chr2,11939,27.44,46228294
CE10_chr2,11934,27.44,46234086
CE10_chr2,11933,27.44,46234133
CE10_chr2,11932,27.44,46234285
CE10_chr2,11928,27.44,46282134
CE10_chr2,11927,27.44,46282246
CE10_chr2,11926,27.44,46282273
CE10_chr2,11925,27.44,46282473
CE10_chr2,11924,27.44,46282525
CE10_chr2,11923,27.97,46282952
CE10_chr2,11922,27.97,46282956
CE10_chr2,11916,27.97,46305081
CE10_chr2,11915,27.97,46305198
CE10_chr2,11914,28.51,46305210
CE10_chr2,11908,28.51,46458924
CE10_chr2,11907,28.51,46459512
CE10_chr2,11906,28.51,46543048
CE10_chr2,11905,28.51,46543201
CE10_chr2,11904,28.51,46543391
CE10_chr2,11901,28.51,46618698
CE10_chr2,11900,28.51,46618761
CE10_chr2,11899,28.51,46619014
CE10_chr2,11898,28.51,46619139
CE10_chr2,11897,28.51,46619314
CE10_chr2,11896,28.51,46619337
CE10_chr2,11895,28.51,46619430
CE10_chr2,11894,28.51,46619496
CE10_chr2,11893,28.51,46619571
CE10_chr2,11892,28.51,46619640
CE10_chr2,11891,28.51,46620015
CE10_chr2,11890,28.51,46620021
CE10_chr2,11889,28.51,46620060
CE10_chr2,11888,28.51,46633080
CE10_chr2,11887,28.51,46633194
CE10_chr2,11886,28.51,46633214
CE10_chr2,11885,29.05,46633449
CE10_chr2,11884,29.05,46633573
CE10_chr2,11883,29.05,46633576
CE10_chr2,11882,29.05,46633580
CE10_chr2,11881,29.05,46633589
CE10_chr2,11880,29.05,46633592
CE10_chr2,11879,29.05,46633614
CE10_chr2,11878,29.05,46633628
CE10_chr2,11877,29.05,46633641
CE10_chr2,11876,29.05,46633647
CE10_chr2,11875,29.05,46633685
CE10_chr2,11874,29.05,46633714
CE10_chr2,11873,29.59,46633736
CE10_chr2,11871,29.59,46875322
CE10_chr2,11870,29.59,46875388
CE10_chr2,11869,29.59,46875395
CE10_chr2,11868,29.59,46875787
CE10_chr2,11865,30.12,47095642
CE10_chr2,11864,30.12,47109507
CE10_chr2,11863,30.12,47168569
CE10_chr2,11862,30.12,47168714
CE10_chr2,11861,30.12,47172278
CE10_chr2,11860,30.12,47172303
CE10_chr2,11859,30.12,47172315
CE10_chr2,11858,30.66,47172585
CE10_chr2,11857,30.66,47203606
CE10_chr2,11856,30.66,47203639
CE10_chr2,11855,30.66,47203794
CE10_chr2,11854,30.66,47204170
CE10_chr2,11853,30.66,47204243
CE10_chr2,11852,30.66,47204257
CE10_chr2,11851,30.66,47204323
CE10_chr2,11850,30.66,47204366
CE10_chr2,11849,30.66,47204371
CE10_chr2,11848,30.66,47204398
CE10_chr2,11847,30.66,47204405
CE10_chr2,11846,30.66,47204413
CE10_chr2,11845,30.66,47204434
CE10_chr2,11844,30.66,47204444
CE10_chr2,11843,30.66,47229539
CE10_chr2,11842,30.66,47234260
CE10_chr2,11841,30.66,47234512
CE10_chr2,11840,30.66,47234577
CE10_chr2,11839,30.66,47234739
CE10_chr2,11838,30.66,47234787
CE10_chr2,11837,31.2,47234910
CE10_chr2,11836,31.2,47234962
CE10_chr2,11835,31.2,47332129
CE10_chr2,11834,31.2,47351060
CE10_chr2,11833,31.2,47351375
CE10_chr2,11831,31.2,47395918
CE10_chr2,11825,31.2,47442248
CE10_chr2,11823,31.2,47447546
CE10_chr2,11822,31.2,47447720
CE10_chr2,11812,31.2,47545008
CE10_chr2,11811,31.2,47551647
CE10_chr2,11810,31.2,47552180
CE10_chr2,11697,31.2,47707180
CE10_chr2,11694,31.2,47710543
CE10_chr2,11693,31.2,47710573
CE10_chr2,11690,31.74,47802286
CE10_chr2,11689,31.74,47802324
CE10_chr2,11672,32.81,47878686
CE10_chr2,11671,32.81,47878701
CE10_chr2,11670,32.81,47878833
CE10_chr2,11667,32.81,47902636
CE10_chr2,11666,32.81,47902969
CE10_chr2,11665,32.81,47903186
CE10_chr2,11656,32.81,47904830
CE10_chr2,11655,32.81,47904846
CE10_chr2,11654,32.81,47904867
CE10_chr2,11652,32.81,47915620
CE10_chr2,11651,32.81,47915744
CE10_chr2,11650,32.81,47915786
CE10_chr2,11649,32.81,47915801
CE10_chr2,11648,32.81,47915803
CE10_chr2,11647,32.81,47915805
CE10_chr2,11646,32.81,47915957
CE10_chr2,11643,32.81,47929357
CE10_chr2,11636,32.81,47937116
CE10_chr2,11635,32.81,47937313
CE10_chr2,11634,32.81,47937319
CE10_chr2,11633,32.81,47937340
CE10_chr2,11605,32.81,48032457
CE10_chr2,11604,32.81,48033129
CE10_chr2,11593,32.81,48292463
CE10_chr2,11592,33.35,48292934
CE10_chr2,11591,33.89,48293277
CE10_chr2,11585,33.89,48300421
CE10_chr2,11584,33.89,48300612
CE10_chr2,11583,33.89,48300665
CE10_chr2,11582,33.89,48300673
CE10_chr2,11580,33.89,48333816
CE10_chr2,11579,33.89,48333877
CE10_chr2,11578,33.89,48334034
CE10_chr2,11577,33.89,48334292
CE10_chr2,11575,33.89,48352369
CE10_chr2,11573,33.89,48365819
CE10_chr2,11572,33.89,48388366
CE10_chr2,11571,33.89,48388401
CE10_chr2,11570,33.89,48388403
CE10_chr2,11569,33.89,48388423
CE10_chr2,11568,33.89,48388465
CE10_chr2,11567,33.89,48388579
CE10_chr2,11566,33.89,48388660
CE10_chr2,11565,33.89,48388682
CE10_chr2,11564,33.89,48388696
CE10_chr2,11563,33.89,48388749
CE10_chr2,11561,33.89,48403559
CE10_chr2,11560,33.89,48403611
CE10_chr2,11559,33.89,48404073
CE10_chr2,11558,33.89,48404074
CE10_chr2,11556,34.43,48453657
CE10_chr2,11555,34.43,48454080
CE10_chr2,11554,34.43,48454172
CE10_chr2,11553,34.43,48454346
CE10_chr2,11552,34.43,48468049
CE10_chr2,11551,34.43,48468092
CE10_chr2,11550,34.43,48468211
CE10_chr2,11548,34.43,48491968
CE10_chr2,11547,34.43,48492153
CE10_chr2,11546,34.96,48495223
CE10_chr2,11545,34.96,48495436
CE10_chr2,11544,34.96,48504506
CE10_chr2,11543,34.96,48504712
CE10_chr2,11542,34.96,48504929
CE10_chr2,11541,34.96,48504962
CE10_chr2,11540,34.96,48504973
CE10_chr2,11539,34.96,48505018
CE10_chr2,11538,34.96,48505143
CE10_chr2,11537,34.96,48505302
CE10_chr2,11536,34.96,48505329
CE10_chr2,11535,34.96,48505350
CE10_chr2,11534,34.96,48505354
CE10_chr2,11533,34.96,48505370
CE10_chr2,11532,34.96,48505425
CE10_chr2,11531,34.96,48505440
CE10_chr2,11530,34.96,48505459
CE10_chr2,11529,34.96,48505462
CE10_chr2,11528,34.96,48505465
CE10_chr2,11527,34.96,48505506
CE10_chr2,11526,34.96,48505507
CE10_chr2,11525,34.96,48505732
CE10_chr2,11524,34.96,48505802
CE10_chr2,11523,34.96,48505804
CE10_chr2,11522,34.96,48505821
CE10_chr2,11521,34.96,48505877
CE10_chr2,11520,34.96,48505884
CE10_chr2,11519,34.96,48505890
CE10_chr2,11518,34.96,48505898
CE10_chr2,11517,34.96,48505904
CE10_chr2,11516,34.96,48505905
CE10_chr2,11515,34.96,48505921
CE10_chr2,11514,34.96,48505932
CE10_chr2,11513,34.96,48505954
CE10_chr2,11512,34.96,48508388
CE10_chr2,11511,34.96,48508430
CE10_chr2,11510,34.96,48508521
CE10_chr2,11509,35.5,48508545
CE10_chr2,11508,35.5,48508575
CE10_chr2,11507,35.5,48508635
CE10_chr2,11506,35.5,48508651
CE10_chr2,11505,35.5,48508660
CE10_chr2,11504,36.04,48508684
CE10_chr2,11503,36.04,48510474
CE10_chr2,11502,36.04,48517925
CE10_chr2,11478,36.04,48559384
CE10_chr2,11477,36.04,48559395
CE10_chr2,11476,36.04,48559400
CE10_chr2,11475,36.04,48559401
CE10_chr2,11474,36.04,48579557
CE10_chr2,11473,36.04,48642846
CE10_chr2,11472,36.04,48642895
CE10_chr2,11471,36.04,48642900
CE10_chr2,11470,36.04,48643038
CE10_chr2,11469,36.04,48657139
CE10_chr2,11468,36.04,48657322
CE10_chr2,11461,36.04,48683050
CE10_chr2,11460,36.04,48683079
CE10_chr2,11459,36.04,48683091
CE10_chr2,11458,36.04,48683136
CE10_chr2,11456,36.04,48696472
CE10_chr2,11455,36.04,48696610
CE10_chr2,11454,36.04,48696626
CE10_chr2,11453,36.04,48696638
CE10_chr2,11452,36.58,48696647
CE10_chr2,11451,36.58,48696673
CE10_chr2,11450,36.58,48696705
CE10_chr2,11449,36.58,48696900
CE10_chr2,11447,37.65,48738595
CE10_chr2,11446,37.65,48738893
CE10_chr2,11445,37.65,48739160
CE10_chr2,11444,37.65,48739209
CE10_chr2,11443,37.65,48739423
CE10_chr2,11442,37.65,48739444
CE10_chr2,11441,37.65,48739483
CE10_chr2,11440,37.65,48739484
CE10_chr2,11439,37.65,48739547
CE10_chr2,11438,37.65,48756434
CE10_chr2,11437,37.65,48756444
CE10_chr2,11436,37.65,48766805
CE10_chr2,11435,37.65,48766965
CE10_chr2,11434,37.65,48778071
CE10_chr2,11433,37.65,48778345
CE10_chr2,11432,37.65,48778356
CE10_chr2,11431,37.65,48778369
CE10_chr2,11430,37.65,48778404
CE10_chr2,11429,37.65,48778452
CE10_chr2,11428,37.65,48778468
CE10_chr2,11427,37.65,48778472
CE10_chr2,11426,37.65,48778492
CE10_chr2,11425,38.19,48778689
CE10_chr2,11424,38.19,48778757
CE10_chr2,11423,38.19,48778784
CE10_chr2,11422,38.19,48778832
CE10_chr2,11421,38.19,48778845
CE10_chr2,11420,38.19,48778846
CE10_chr2,11419,38.19,48778891
CE10_chr2,11418,38.19,48778969
CE10_chr2,11417,38.19,48778983
CE10_chr2,11416,38.19,48779011
CE10_chr2,11415,38.19,48779012
CE10_chr2,11414,38.19,48779030
CE10_chr2,11413,38.19,48779069
CE10_chr2,11412,38.19,48779138
CE10_chr2,11411,38.19,48779141
CE10_chr2,11410,38.19,48779146
CE10_chr2,11409,38.19,48779154
CE10_chr2,11408,38.19,48779159
CE10_chr2,11407,38.19,48779232
CE10_chr2,11406,38.19,48779304
CE10_chr2,11405,38.19,48779309
CE10_chr2,11399,38.19,48791140
CE10_chr2,11398,38.19,48791294
CE10_chr2,11397,38.19,48791430
CE10_chr2,11396,38.19,48815612
CE10_chr2,11390,38.19,48828539
CE10_chr2,11389,38.19,48828681
CE10_chr2,11387,38.19,48828882
CE10_chr2,11386,38.19,48829081
CE10_chr2,11384,38.19,48848134
CE10_chr2,11381,38.19,48848199
CE10_chr2,11380,38.19,48848393
CE10_chr2,11379,38.19,48848396
CE10_chr2,11378,38.19,48848402
CE10_chr2,11377,38.19,48848439
CE10_chr2,11376,38.73,48848673
CE10_chr2,11375,38.73,48874402
CE10_chr2,11374,38.73,48874632
CE10_chr2,11372,38.73,48874949
CE10_chr2,11371,38.73,48875180
CE10_chr2,11370,38.73,48875508
CE10_chr2,11369,38.73,48899961
CE10_chr2,11365,38.73,48947604
CE10_chr2,11364,38.73,48955981
CE10_chr2,11363,38.73,48956121
CE10_chr2,11362,38.73,48956287
CE10_chr2,11361,38.73,48956443
CE10_chr2,11360,38.73,48956452
CE10_chr2,11359,40.34,49108830
CE10_chr2,11358,40.34,49108886
CE10_chr2,11357,40.34,49108896
CE10_chr2,11356,40.34,49108911
CE10_chr2,11355,40.34,49125989
CE10_chr2,11353,40.34,49131230
CE10_chr2,11348,40.34,49246504
CE10_chr2,11347,40.34,49246622
CE10_chr2,11346,40.34,49246716
CE10_chr2,11345,40.34,49246725
CE10_chr2,11344,40.34,49246775
CE10_chr2,11343,40.34,49246783
CE10_chr2,11342,40.34,49246807
CE10_chr2,11341,40.34,49246986
CE10_chr2,11340,40.34,49251343
CE10_chr2,11339,40.34,49251432
CE10_chr2,11338,40.34,49251521
CE10_chr2,11337,40.34,49251640
CE10_chr2,11336,40.34,49251650
CE10_chr2,11335,40.34,49251651
CE10_chr2,11334,40.34,49255287
CE10_chr2,11332,41.42,49302477
CE10_chr2,11331,41.42,49302478
CE10_chr2,11330,41.42,49302505
CE10_chr2,11329,41.42,49302506
CE10_chr2,11328,41.42,49302575
CE10_chr2,11326,41.42,49407028
CE10_chr2,11325,41.42,49419869
CE10_chr2,11324,41.42,49433288
CE10_chr2,11323,41.42,49433658
CE10_chr2,11322,41.42,49434641
CE10_chr2,11321,41.42,49434745
CE10_chr2,11320,41.42,49434776
CE10_chr2,11319,41.42,49434824
CE10_chr2,11318,41.42,49434831
CE10_chr2,11317,41.42,49434980
CE10_chr2,11315,41.42,49435241
CE10_chr2,11314,41.42,49435263
CE10_chr2,11313,41.42,49435282
CE10_chr2,11309,42.49,49458703
CE10_chr2,11308,42.49,49458707
CE10_chr2,11307,42.49,49458945
CE10_chr2,11306,42.49,49458987
CE10_chr2,11305,42.49,49458999
CE10_chr2,11304,42.49,49459013
CE10_chr2,11303,42.49,49459018
CE10_chr2,11289,42.49,49662625
CE10_chr2,11287,42.49,49662685
CE10_chr2,11270,43.03,49915595
CE10_chr2,11269,43.03,49915719
CE10_chr2,11221,43.03,50014132
CE10_chr2,11220,43.03,50014144
CE10_chr2,11219,43.03,50014153
CE10_chr2,11218,43.03,50014189
CE10_chr2,11217,43.03,50014204
CE10_chr2,11209,43.57,50047014
CE10_chr2,11208,44.1,50047112
CE10_chr2,11207,44.1,50047134
CE10_chr2,11202,44.64,50077117
CE10_chr2,11200,44.64,50077206
CE10_chr2,11194,44.64,50111615
CE10_chr2,11193,44.64,50111617
CE10_chr2,11190,44.64,50111683
CE10_chr2,11185,44.64,50138082
CE10_chr2,11184,44.64,50138090
CE10_chr2,11183,44.64,50138112
CE10_chr2,11174,44.64,50239038
CE10_chr2,11173,45.18,50268204
CE10_chr2,11171,45.18,50341484
CE10_chr2,11170,45.72,50341751
CE10_chr2,11163,45.72,50391046
CE10_chr2,11161,46.79,50507170
CE10_chr2,11159,46.79,50507431
CE10_chr2,11158,46.79,50514533
CE10_chr2,11157,46.79,50515275
CE10_chr2,11156,46.79,50515386
CE10_chr2,11155,46.79,50515857
CE10_chr2,11151,46.79,50530773
CE10_chr2,11148,46.79,50531013
CE10_chr2,11147,46.79,50551678
CE10_chr2,11146,46.79,50551681
CE10_chr2,11142,46.79,50561476
CE10_chr2,11141,47.33,50561569
CE10_chr2,11140,47.33,50561578
CE10_chr2,11118,48.41,50776028
CE10_chr2,11117,48.41,50776054
CE10_chr2,11116,50.02,50780326
CE10_chr2,11115,50.02,50784595
CE10_chr2,11114,50.02,50784632
CE10_chr2,11113,50.02,50793440
CE10_chr2,11112,50.02,50793541
CE10_chr2,11106,50.56,50839463
CE10_chr2,11105,50.56,50839472
CE10_chr2,11103,50.56,50840147
CE10_chr2,11098,50.56,50878277
CE10_chr2,11097,50.56,50878328
CE10_chr2,11096,50.56,50878336
CE10_chr2,11095,50.56,50878340
CE10_chr2,11094,50.56,50878345
CE10_chr2,11093,50.56,50878430
CE10_chr2,11092,50.56,50878447
CE10_chr2,11091,50.56,50878460
CE10_chr2,11090,50.56,50878493
CE10_chr2,11089,50.56,50878502
CE10_chr2,11088,50.56,50878557
CE10_chr2,11087,50.56,50878579
CE10_chr2,11086,50.56,50878643
CE10_chr2,11085,50.56,50887126
CE10_chr2,11084,50.56,50887188
CE10_chr2,11083,50.56,50887220
CE10_chr2,11082,50.56,50887274
CE10_chr2,11081,50.56,50887640
CE10_chr2,11080,50.56,50887931
CE10_chr2,11075,52.17,51085086
CE10_chr2,11074,52.17,51085093
CE10_chr2,11073,52.17,51085190
CE10_chr2,11072,52.17,51085191
CE10_chr2,11070,52.17,51097401
CE10_chr2,7863,52.17,51440581
CE10_chr2,7869,52.17,51642985
CE10_chr2,7868,52.17,51667105
CE10_chr2,7867,52.71,51667173
CE10_chr2,1477,53.25,51932078
CE10_chr2,1476,53.25,51932086
CE10_chr2,4276,53.25,52431247
CE10_chr2,4277,53.25,52436099
CE10_chr2,4278,53.78,52446724
CE10_chr2,7058,55.4,52545703
CE10_chr2,7057,55.4,52555973
CE10_chr2,7056,56.47,52582595
CE10_chr2,7055,56.47,52582668
CE10_chr2,7053,56.47,52620648
CE10_chr2,7052,56.47,52633737
CE10_chr2,7051,56.47,52633820
CE10_chr2,7050,57.01,52656186
CE10_chr2,7049,57.01,52656209
CE10_chr2,7047,57.01,52711897
CE10_chr2,7045,57.01,52798090
CE10_chr2,7044,57.01,52798178
CE10_chr2,7042,57.01,52842952
CE10_chr2,7038,57.01,52853063
CE10_chr2,7037,57.01,52853072
CE10_chr2,7036,57.01,52853256
CE10_chr2,7035,57.01,52853323
CE10_chr2,7034,57.01,52853328
CE10_chr2,7033,57.01,52853580
CE10_chr2,7032,57.01,52855597
CE10_chr2,7031,57.01,52858415
CE10_chr2,7030,57.55,52916662
CE10_chr2,7029,57.55,52930167
CE10_chr2,7007,58.62,53169247
CE10_chr2,7006,59.16,53169313
CE10_chr2,7004,59.16,53175307
CE10_chr2,7003,59.16,53175324
CE10_chr2,6988,59.16,53249821
CE10_chr2,6987,59.16,53249969
CE10_chr2,6986,59.16,53273087
CE10_chr2,6985,59.16,53273433
CE10_chr2,6984,59.16,53275838
CE10_chr2,6983,59.16,53275880
CE10_chr2,6982,59.16,53276024
CE10_chr2,6981,60.24,53276844
CE10_chr2,6979,62.39,53384683
CE10_chr3,21760,0,700355
CE10_chr3,21759,0.54,700537
CE10_chr3,21757,1.61,730115
CE10_chr3,21756,1.61,730119
CE10_chr3,21755,1.61,730156
CE10_chr3,21754,1.61,730169
CE10_chr3,21753,1.61,730575
CE10_chr3,21752,2.15,741855
CE10_chr3,21750,2.15,742319
CE10_chr3,21749,2.15,750368
CE10_chr3,21748,2.15,750717
CE10_chr3,21747,2.15,773253
CE10_chr3,21746,2.15,773268
CE10_chr3,21745,2.15,773280
CE10_chr3,21744,2.15,773324
CE10_chr3,21739,2.15,782808
CE10_chr3,21738,2.15,782817
CE10_chr3,21737,2.15,782912
CE10_chr3,21736,2.15,783124
CE10_chr3,21735,2.69,818650
CE10_chr3,21733,3.23,878411
CE10_chr3,21732,3.23,902658
CE10_chr3,21729,5.92,1020176
CE10_chr3,21728,5.92,1020183
CE10_chr3,21727,5.92,1020214
CE10_chr3,21726,5.92,1020218
CE10_chr3,21725,5.92,1020222
CE10_chr3,21724,5.92,1020703
CE10_chr3,21723,5.92,1020730
CE10_chr3,21722,5.92,1034443
CE10_chr3,21721,5.92,1034475
CE10_chr3,21720,5.92,1034537
CE10_chr3,21719,5.92,1035453
CE10_chr3,21718,5.92,1035633
CE10_chr3,21717,5.92,1035655
CE10_chr3,21716,6.45,1069414
CE10_chr3,21715,6.45,1069416
CE10_chr3,21714,6.45,1069531
CE10_chr3,21713,6.45,1069552
CE10_chr3,21711,6.45,1080051
CE10_chr3,21710,6.45,1098351
CE10_chr3,21709,6.45,1098513
CE10_chr3,21708,6.45,1098914
CE10_chr3,21707,6.99,1189784
CE10_chr3,21706,6.99,1190403
CE10_chr3,21705,6.99,1190448
CE10_chr3,21704,6.99,1254141
CE10_chr3,21703,7.53,1288586
CE10_chr3,17256,8.07,2010196
CE10_chr3,17261,11.3,2462021
CE10_chr3,17271,12.37,2887178
CE10_chr3,17272,12.37,2887196
CE10_chr3,17273,12.91,2887226
CE10_chr3,17274,14.52,2905347
CE10_chr3,17275,14.52,2946271
CE10_chr3,17276,14.52,2946274
CE10_chr3,17277,14.52,2946296
CE10_chr3,17278,14.52,2946321
CE10_chr3,17279,14.52,2946493
CE10_chr3,17280,14.52,2946502
CE10_chr3,17281,14.52,2946512
CE10_chr3,17282,14.52,2946513
CE10_chr3,17283,14.52,2946545
CE10_chr3,17284,14.52,2946566
CE10_chr3,17285,14.52,2946691
CE10_chr3,17286,14.52,2970952
CE10_chr3,17287,14.52,2971078
CE10_chr3,17288,14.52,2971093
CE10_chr3,17289,14.52,2971111
CE10_chr3,17290,14.52,2971118
CE10_chr3,17291,14.52,2971201
CE10_chr3,17295,14.52,2999634
CE10_chr3,17296,14.52,2999648
CE10_chr3,17297,14.52,2999698
CE10_chr3,17298,14.52,2999699
CE10_chr3,17300,14.52,3016093
CE10_chr3,17301,14.52,3045386
CE10_chr3,17302,14.52,3059440
CE10_chr3,17303,14.52,3059442
CE10_chr3,17304,14.52,3071761
CE10_chr3,17305,14.52,3072420
CE10_chr3,17306,14.52,3072458
CE10_chr3,17307,14.52,3076682
CE10_chr3,17311,14.52,3106454
CE10_chr3,17312,14.52,3106467
CE10_chr3,17313,14.52,3123696
CE10_chr3,17321,14.52,3224051
CE10_chr3,17322,14.52,3224164
CE10_chr3,17323,14.52,3224165
CE10_chr3,17324,14.52,3224176
CE10_chr3,17325,14.52,3224184
CE10_chr3,17326,14.52,3224235
CE10_chr3,17327,14.52,3224250
CE10_chr3,17330,14.52,3234353
CE10_chr3,17333,15.6,3381955
CE10_chr3,17334,15.6,3381989
CE10_chr3,17335,15.6,3382004
CE10_chr3,17336,15.6,3382016
CE10_chr3,17337,15.6,3382022
CE10_chr3,17369,15.6,3818309
CE10_chr3,17368,15.6,3818281
CE10_chr3,17367,16.14,3813711
CE10_chr3,17366,16.68,3800949
CE10_chr3,13289,17.21,3995326
CE10_chr3,13290,17.21,3998695
CE10_chr3,13291,17.21,3999026
CE10_chr3,13292,17.21,3999042
CE10_chr3,13293,17.21,3999070
CE10_chr3,13294,17.21,3999459
CE10_chr3,13295,17.21,4039383
CE10_chr3,13296,17.21,4039410
CE10_chr3,13297,17.21,4039419
CE10_chr3,13298,17.21,4039425
CE10_chr3,13299,17.21,4039446
CE10_chr3,13302,17.21,4045662
CE10_chr3,13303,17.21,4045665
CE10_chr3,13304,17.21,4045703
CE10_chr3,13305,17.21,4046148
CE10_chr3,13306,17.21,4046164
CE10_chr3,13307,17.21,4048394
CE10_chr3,13308,17.21,4067585
CE10_chr3,13309,17.21,4070342
CE10_chr3,13310,17.21,4128912
CE10_chr3,13311,17.21,4129198
CE10_chr3,13313,17.21,4155531
CE10_chr3,13314,17.21,4155563
CE10_chr3,13315,17.21,4155589
CE10_chr3,4914,17.21,4609615
CE10_chr3,4917,17.21,4706468
CE10_chr3,4919,17.21,4729843
CE10_chr3,4922,17.21,4880206
CE10_chr3,4923,17.21,4880209
CE10_chr3,4924,17.21,4880214
CE10_chr3,4925,17.21,4880219
CE10_chr3,4926,17.21,4880242
CE10_chr3,4927,17.21,4880391
CE10_chr3,4928,17.21,4880395
CE10_chr3,4929,17.21,4897425
CE10_chr3,4930,17.21,4905485
CE10_chr3,4935,17.21,5159781
CE10_chr3,4936,17.21,5159885
CE10_chr3,4937,17.75,5187754
CE10_chr3,4938,17.75,5187924
CE10_chr3,4939,17.75,5188097
